NOMBRE : MTLARP4_4_4_1.dat
VERTICES ORIGINALES : 13
VERTICES TOTALES : 147
DEPOTS : 4
10
11
12
13
LINEAS ORIGINALES : 9
LINE 1 2 177.977 18
	14 10.0336
	15 9.98242
	16 9.93743
	17 9.89871
	18 9.86632
	19 9.84033
	20 9.8208
	21 9.80776
	22 9.80123
	23 9.80123
	24 9.80776
	25 9.8208
	26 9.84033
	27 9.86632
	28 9.89871
	29 9.93743
	30 9.98242
	2 10.0336
LINE 1 4 261.513 26
	31 10.3449
	32 10.2771
	33 10.2145
	34 10.1573
	35 10.1055
	36 10.0592
	37 10.0186
	38 9.98359
	39 9.95435
	40 9.9309
	41 9.91327
	42 9.9015
	43 9.89561
	44 9.89561
	45 9.9015
	46 9.91327
	47 9.9309
	48 9.95435
	49 9.98359
	50 10.0186
	51 10.0592
	52 10.1055
	53 10.1573
	54 10.2145
	55 10.2771
	4 10.3449
LINE 2 3 76.4049 7
	56 12.3066
	57 10.9587
	58 10.0636
	59 9.74704
	60 10.0636
	61 10.9587
	3 12.3066
LINE 2 5 264.275 26
	62 10.6224
	63 10.5149
	64 10.4154
	65 10.3241
	66 10.2413
	67 10.1671
	68 10.1017
	69 10.0453
	70 9.9981
	71 9.96016
	72 9.93161
	73 9.91253
	74 9.90298
	75 9.90298
	76 9.91253
	77 9.93161
	78 9.96016
	79 9.9981
	80 10.0453
	81 10.1017
	82 10.1671
	83 10.2413
	84 10.3241
	85 10.4154
	86 10.5149
	5 10.6224
LINE 3 6 119.712 12
	87 10.0292
	88 10.0002
	89 9.97698
	90 9.9595
	91 9.94783
	92 9.94199
	93 9.94199
	94 9.94783
	95 9.9595
	96 9.97698
	97 10.0002
	6 10.0292
LINE 4 5 154.736 15
	98 11.0704
	99 10.7569
	100 10.4844
	101 10.256
	102 10.0748
	103 9.94334
	104 9.86363
	105 9.83691
	106 9.86363
	107 9.94334
	108 10.0748
	109 10.256
	110 10.4844
	111 10.7569
	5 11.0704
LINE 4 7 193.754 20
	112 9.68942
	113 9.68888
	114 9.68839
	115 9.68797
	116 9.68761
	117 9.68731
	118 9.68707
	119 9.68689
	120 9.68677
	121 9.68671
	122 9.68671
	123 9.68677
	124 9.68689
	125 9.68707
	126 9.68731
	127 9.68761
	128 9.68797
	129 9.68839
	130 9.68888
	7 9.68942
LINE 7 8 96.1187 10
	131 9.98001
	132 9.73785
	133 9.5522
	134 9.42641
	135 9.36287
	136 9.36287
	137 9.42641
	138 9.5522
	139 9.73785
	8 9.98001
LINE 8 9 90.359 9
	140 10.0504
	141 10.0425
	142 10.0369
	143 10.0335
	144 10.0324
	145 10.0335
	146 10.0369
	147 10.0425
	9 10.0504
COORDENADAS :
1	172.555	308.103
2	286.488	278.945
3	331.652	273.536
4	38.1611	201.547
5	136.36	195.766
6	380.744	210.966
7	91.6668	83.9949
8	149.159	59.8248
9	142.498	0
10	0	215.809
11	101.224	36.8119
12	277.841	183.032
13	219.611	172.949
14	178.53	305.094
15	184.546	302.249
16	190.603	299.567
17	196.703	297.048
18	202.844	294.693
19	209.028	292.501
20	215.253	290.473
21	221.52	288.608
22	227.828	286.906
23	234.179	285.368
24	240.571	283.993
25	247.005	282.782
26	253.481	281.734
27	259.999	280.849
28	266.559	280.128
29	273.16	279.57
30	279.803	279.176
31	166.136	305.581
32	159.817	302.934
