NOMBRE : MTLARP6_10_6_2.dat
VERTICES ORIGINALES : 60
VERTICES TOTALES : 871
DEPOTS : 6
55
56
57
58
59
60
LINEAS ORIGINALES : 54
LINE 1 2 135.952 13
	61 10.7026
	62 10.5814
	63 10.4812
	64 10.4026
	65 10.346
	66 10.312
	67 10.3006
	68 10.312
	69 10.346
	70 10.4026
	71 10.4812
	72 10.5814
	2 10.7026
LINE 1 11 182.083 17
	73 11.0094
	74 10.8988
	75 10.802
	76 10.7195
	77 10.6515
	78 10.5983
	79 10.5601
	80 10.5371
	81 10.5295
	82 10.5371
	83 10.5601
	84 10.5983
	85 10.6515
	86 10.7195
	87 10.802
	88 10.8988
	11 11.0094
LINE 2 12 163.054 16
	89 10.2598
	90 10.2323
	91 10.2087
	92 10.189
	93 10.1732
	94 10.1613
	95 10.1534
	96 10.1494
	97 10.1494
	98 10.1534
	99 10.1613
	100 10.1732
	101 10.189
	102 10.2087
	103 10.2323
	12 10.2598
LINE 3 4 211.463 20
	104 11.2136
	105 11.017
	106 10.8393
	107 10.6813
	108 10.544
	109 10.4282
	110 10.3347
	111 10.2639
	112 10.2165
	113 10.1927
	114 10.1927
	115 10.2165
	116 10.2639
	117 10.3347
	118 10.4282
	119 10.544
	120 10.6813
	121 10.8393
	122 11.017
	4 11.2136
LINE 3 13 139.36 13
	123 10.7886
	124 10.7544
	125 10.7263
	126 10.7045
	127 10.6888
	128 10.6794
	129 10.6763
	130 10.6794
	131 10.6888
	132 10.7045
	133 10.7263
	134 10.7544
	13 10.7886
LINE 5 6 151.247 14
	135 11.239
	136 11.0413
	137 10.8738
	138 10.738
	139 10.6349
	140 10.5657
	141 10.5309
	142 10.5309
	143 10.5657
	144 10.6349
	145 10.738
	146 10.8738
	147 11.0413
	6 11.239
LINE 7 8 168.064 16
	148 11.1132
	149 10.8757
	150 10.6678
	151 10.4915
	152 10.3483
	153 10.2395
	154 10.1664
	155 10.1296
	156 10.1296
	157 10.1664
	158 10.2395
	159 10.3483
	160 10.4915
	161 10.6678
	162 10.8757
	8 11.1132
LINE 7 16 242.311 22
	163 11.9353
	164 11.6824
	165 11.4499
	166 11.2393
	167 11.0517
	168 10.8883
	169 10.7503
	170 10.6385
	171 10.554
	172 10.4972
	173 10.4687
	174 10.4687
	175 10.4972
	176 10.554
	177 10.6385
	178 10.7503
	179 10.8883
	180 11.0517
	181 11.2393
	182 11.4499
	183 11.6824
	16 11.9353
LINE 7 17 212.316 20
	184 11.2948
	185 11.0867
	186 10.8984
	187 10.7309
	188 10.5852
	189 10.4623
	190 10.3628
	191 10.2877
	192 10.2372
	193 10.2119
	194 10.2119
	195 10.2372
	196 10.2877
	197 10.3628
	198 10.4623
	199 10.5852
	200 10.7309
	201 10.8984
	202 11.0867
	17 11.2948
LINE 8 9 99.1242 9
	203 11.7273
	204 11.2032
	205 10.8134
	206 10.5726
	207 10.4911
	208 10.5726
	209 10.8134
	210 11.2032
	9 11.7273
LINE 8 18 144.272 13
	211 11.7287
	212 11.4205
	213 11.1619
	214 10.9566
	215 10.8076
	216 10.7172
	217 10.6869
	218 10.7172
	219 10.8076
	220 10.9566
	221 11.1619
	222 11.4205
	18 11.7287
LINE 10 19 216.847 20
	223 11.2618
	224 11.1317
	225 11.0148
	226 10.9115
	227 10.8222
	228 10.7472
	229 10.6868
	230 10.6412
	231 10.6108
	232 10.5955
	233 10.5955
	234 10.6108
	235 10.6412
	236 10.6868
	237 10.7472
	238 10.8222
	239 10.9115
	240 11.0148
	241 11.1317
	19 11.2618
LINE 14 15 159.816 15
	242 10.8775
	243 10.7827
	244 10.7019
	245 10.6353
	246 10.5832
	247 10.5458
	248 10.5234
	249 10.5158
	250 10.5234
	251 10.5458
	252 10.5832
	253 10.6353
	254 10.7019
	255 10.7827
	15 10.8775
LINE 15 24 121.087 11
	256 11.2225
	257 11.0947
	258 10.9942
	259 10.9219
	260 10.8783
	261 10.8637
	262 10.8783
	263 10.9219
	264 10.9942
	265 11.0947
	24 11.2225
LINE 16 17 151.468 14
	266 11.2639
	267 11.0622
	268 10.8912
	269 10.7524
	270 10.6472
	271 10.5764
	272 10.5409
	273 10.5409
	274 10.5764
	275 10.6472
	276 10.7524
	277 10.8912
	278 11.0622
	17 11.2639
LINE 17 18 182.92 18
	279 10.1638
	280 10.1632
	281 10.1628
	282 10.1624
	283 10.162
	284 10.1617
	285 10.1615
	286 10.1614
	287 10.1613
	288 10.1613
	289 10.1614
	290 10.1615
	291 10.1617
	292 10.162
	293 10.1624
	294 10.1628
	295 10.1632
	18 10.1638
LINE 17 27 154.447 14
	296 11.4557
	297 11.2632
	298 11.1003
	299 10.9682
	300 10.8681
	301 10.8008
	302 10.767
	303 10.767
	304 10.8008
	305 10.8681
	306 10.9682
	307 11.1003
	308 11.2632
	27 11.4557
LINE 18 19 141.348 13
	309 11.4502
	310 11.1677
	311 10.9312
	312 10.7436
	313 10.6076
	314 10.5252
	315 10.4975
	316 10.5252
	317 10.6076
	318 10.7436
	319 10.9312
	320 11.1677
	19 11.4502
LINE 19 29 152.769 15
	321 10.2064
	322 10.197
	323 10.1891
	324 10.1827
	325 10.1777
	326 10.1741
	327 10.1719
	328 10.1712
	329 10.1719
	330 10.1741
	331 10.1777
	332 10.1827
	333 10.1891
	334 10.197
	29 10.2064
LINE 20 30 138.136 13
	335 10.8887
	336 10.7586
	337 10.6509
	338 10.5665
	339 10.5057
	340 10.4691
	341 10.4569
	342 10.4691
	343 10.5057
	344 10.5665
	345 10.6509
	346 10.7586
	30 10.8887
LINE 21 22 155.158 15
	347 10.5599
	348 10.4682
	349 10.3899
	350 10.3254
	351 10.275
	352 10.2388
	353 10.217
	354 10.2098
	355 10.217
	356 10.2388
	357 10.275
	358 10.3254
	359 10.3899
	360 10.4682
	22 10.5599
LINE 21 31 185.674 17
	361 11.973
	362 11.5953
	363 11.2578
	364 10.964
	365 10.7177
	366 10.5222
	367 10.3802
	368 10.2941
	369 10.2653
	370 10.2941
	371 10.3802
	372 10.5222
	373 10.7177
	374 10.964
	375 11.2578
	376 11.5953
	31 11.973
LINE 22 23 147.377 14
	377 10.6737
	378 10.6064
	379 10.5499
	380 10.5046
	381 10.4704
	382 10.4476
	383 10.4362
	384 10.4362
	385 10.4476
	386 10.4704
	387 10.5046
	388 10.5499
	389 10.6064
	23 10.6737
LINE 23 24 95.69 9
	390 11.2604
	391 10.7982
	392 10.4555
	393 10.2444
	394 10.1731
	395 10.2444
	396 10.4555
	397 10.7982
	24 11.2604
LINE 24 25 152.902 15
	398 10.319
	399 10.2655
	400 10.22
	401 10.1826
	402 10.1534
	403 10.1325
	404 10.1199
	405 10.1157
	406 10.1199
	407 10.1325
	408 10.1534
	409 10.1826
	410 10.22
	411 10.2655
	25 10.319
LINE 24 33 237.537 23
	412 10.3428
	413 10.3387
	414 10.3349
	415 10.3316
	416 10.3287
	417 10.3261
	418 10.324
	419 10.3222
	420 10.3208
	421 10.3198
	422 10.3193
	423 10.3191
	424 10.3193
	425 10.3198
	426 10.3208
	427 10.3222
	428 10.324
	429 10.3261
	430 10.3287
	431 10.3316
	432 10.3349
	433 10.3387
	33 10.3428
LINE 26 33 285.703 27
	434 10.9226
	435 10.8451
	436 10.7734
	437 10.7075
	438 10.6475
	439 10.5936
	440 10.5458
	441 10.5041
	442 10.4688
	443 10.4397
	444 10.4171
	445 10.4009
	446 10.3912
	447 10.388
	448 10.3912
	449 10.4009
	450 10.4171
	451 10.4397
	452 10.4688
	453 10.5041
	454 10.5458
	455 10.5936
	456 10.6475
	457 10.7075
	458 10.7734
	459 10.8451
	33 10.9226
LINE 27 28 146.657 14
	460 10.5551
	461 10.5185
	462 10.4879
	463 10.4633
	464 10.4449
	465 10.4325
	466 10.4264
	467 10.4264
	468 10.4325
	469 10.4449
	470 10.4633
	471 10.4879
	472 10.5185
	28 10.5551
LINE 27 34 210.834 20
	473 10.918
	474 10.8012
	475 10.6962
	476 10.6035
	477 10.5234
	478 10.4562
	479 10.4021
	480 10.3614
	481 10.3341
	482 10.3205
	483 10.3205
	484 10.3341
	485 10.3614
	486 10.4021
	487 10.4562
	488 10.5234
	489 10.6035
	490 10.6962
	491 10.8012
	34 10.918
LINE 28 29 123.553 12
	492 10.5016
	493 10.3904
	494 10.3005
	495 10.2326
	496 10.1871
	497 10.1643
	498 10.1643
	499 10.1871
	500 10.2326
