NOMBRE : MTLARP4_4_5_1.dat
VERTICES ORIGINALES : 16
VERTICES TOTALES : 152
DEPOTS : 5
12
13
14
15
16
LINEAS ORIGINALES : 9
LINE 1 5 175.054 16
	17 12.4336
	18 11.8706
	19 11.3659
	20 10.9274
	21 10.5636
	22 10.2823
	23 10.0904
	24 9.99302
	25 9.99302
	26 10.0904
	27 10.2823
	28 10.5636
	29 10.9274
	30 11.3659
	31 11.8706
	5 12.4336
LINE 2 3 145.48 14
	32 10.7583
	33 10.5915
	34 10.4504
	35 10.3361
	36 10.2496
	37 10.1915
	38 10.1624
	39 10.1624
	40 10.1915
	41 10.2496
	42 10.3361
	43 10.4504
	44 10.5915
	3 10.7583
LINE 2 6 78.0152 8
	45 9.94636
	46 9.78063
	47 9.66856
	48 9.61204
	49 9.61204
	50 9.66856
	51 9.78063
	6 9.94636
LINE 3 4 196.807 19
	52 10.778
	53 10.6407
	54 10.5181
	55 10.4106
	56 10.3188
	57 10.2431
	58 10.1839
	59 10.1413
	60 10.1157
	61 10.1071
	62 10.1157
	63 10.1413
	64 10.1839
	65 10.2431
	66 10.3188
	67 10.4106
	68 10.5181
	69 10.6407
	4 10.778
LINE 4 7 138.193 14
	70 10.4038
	71 10.1633
	72 9.95856
	73 9.79164
	74 9.66457
	75 9.57891
	76 9.53579
	77 9.53579
	78 9.57891
	79 9.66457
	80 9.79164
	81 9.95856
	82 10.1633
	7 10.4038
LINE 5 6 173.654 18
	83 9.65486
	84 9.65225
	85 9.64995
	86 9.64799
	87 9.64635
	88 9.64504
	89 9.64406
	90 9.6434
	91 9.64308
	92 9.64308
	93 9.6434
	94 9.64406
	95 9.64504
	96 9.64635
	97 9.64799
	98 9.64995
	99 9.65225
	6 9.65486
LINE 5 8 231.495 22
	100 11.8147
	101 11.4662
	102 11.1431
	103 10.8479
	104 10.5828
	105 10.3502
	106 10.1523
	107 9.99114
	108 9.86854
	109 9.78596
	110 9.74441
	111 9.74441
	112 9.78596
	113 9.86854
	114 9.99114
	115 10.1523
	116 10.3502
	117 10.5828
	118 10.8479
	119 11.1431
	120 11.4662
	8 11.8147
LINE 7 10 195.372 19
	121 11.3291
	122 10.9961
	123 10.6937
	124 10.4245
	125 10.1912
	126 9.99627
	127 9.84197
	128 9.73026
	129 9.66261
	130 9.63996
	131 9.66261
	132 9.73026
	133 9.84197
	134 9.99627
	135 10.1912
	136 10.4245
	137 10.6937
	138 10.9961
	10 11.3291
LINE 9 11 148.417 15
	139 9.98429
	140 9.94596
	141 9.91341
	142 9.8867
	143 9.86587
	144 9.85097
	145 9.84202
	146 9.83903
	147 9.84202
	148 9.85097
	149 9.86587
	150 9.8867
	151 9.91341
	152 9.94596
	11 9.98429
COORDENADAS :
1	58.4201	360.865
2	129.262	306.029
3	223.853	312.538
4	351.864	310.737
5	46.083	255.121
6	161.283	266.044
7	334.312	223.536
8	10.1419	116.875
9	150.317	97.727
10	317.818	102.549
11	138.911	0
12	220.51	274.651
13	155.469	175.601
14	96.5684	352.217
15	133.349	427.061
