NOMBRE : MTLARP4_4_4_2.dat
VERTICES ORIGINALES : 16
VERTICES TOTALES : 165
DEPOTS : 4
13
14
15
16
LINEAS ORIGINALES : 10
LINE 1 2 126.476 11
	17 11.8623
	18 11.6462
	19 11.4753
	20 11.3517
	21 11.2768
	22 11.2518
	23 11.2768
	24 11.3517
	25 11.4753
	26 11.6462
	2 11.8623
LINE 2 5 158.744 14
	27 11.414
	28 11.3794
	29 11.3505
	30 11.3274
	31 11.31
	32 11.2983
	33 11.2925
	34 11.2925
	35 11.2983
	36 11.31
	37 11.3274
	38 11.3505
	39 11.3794
	5 11.414
LINE 3 7 225.183 20
	40 11.6652
	41 11.5391
	42 11.4259
	43 11.3259
	44 11.2395
	45 11.167
	46 11.1086
	47 11.0646
	48 11.0352
	49 11.0205
	50 11.0205
	51 11.0352
	52 11.0646
	53 11.1086
	54 11.167
	55 11.2395
	56 11.3259
	57 11.4259
	58 11.5391
	7 11.6652
LINE 4 7 128.657 11
	59 12.2884
	60 11.9397
	61 11.6612
	62 11.4582
	63 11.3346
	64 11.2931
	65 11.3346
	66 11.4582
	67 11.6612
	68 11.9397
	7 12.2884
LINE 5 6 208.546 19
	69 11.2599
	70 11.1664
	71 11.0833
	72 11.0108
	73 10.949
	74 10.8982
	75 10.8586
	76 10.8301
	77 10.813
	78 10.8073
	79 10.813
	80 10.8301
	81 10.8586
	82 10.8982
	83 10.949
	84 11.0108
	85 11.0833
	86 11.1664
	6 11.2599
LINE 6 9 146.746 13
	87 12.0431
	88 11.6757
	89 11.3663
	90 11.1197
	91 10.9401
	92 10.831
	93 10.7944
	94 10.831
	95 10.9401
	96 11.1197
	97 11.3663
	98 11.6757
	9 12.0431
LINE 8 11 183.562 17
	99 10.9149
	100 10.8712
	101 10.8332
	102 10.8009
	103 10.7744
	104 10.7537
	105 10.7389
	106 10.7301
	107 10.7271
	108 10.7301
	109 10.7389
	110 10.7537
	111 10.7744
	112 10.8009
	113 10.8332
	114 10.8712
	11 10.9149
LINE 9 10 127.358 11
	115 11.8167
	116 11.6746
	117 11.5629
	118 11.4824
	119 11.4338
	120 11.4176
	121 11.4338
	122 11.4824
	123 11.5629
	124 11.6746
	10 11.8167
LINE 10 11 246.05 22
	125 11.3966
	126 11.3365
	127 11.282
	128 11.2334
	129 11.1907
	130 11.154
	131 11.1233
	132 11.0987
	133 11.0802
	134 11.0678
	135 11.0616
	136 11.0616
	137 11.0678
	138 11.0802
	139 11.0987
	140 11.1233
	141 11.154
	142 11.1907
	143 11.2334
	144 11.282
	145 11.3365
	11 11.3966
