NOMBRE : MTLARP4_4_5_2.dat
VERTICES ORIGINALES : 18
VERTICES TOTALES : 168
DEPOTS : 5
14
15
16
17
18
LINEAS ORIGINALES : 10
LINE 1 4 124.374 11
	19 11.6651
	20 11.4526
	21 11.2845
	22 11.163
	23 11.0894
	24 11.0647
	25 11.0894
	26 11.163
	27 11.2845
	28 11.4526
	4 11.6651
LINE 2 4 289.412 25
	29 11.6615
	30 11.6403
	31 11.621
	32 11.6034
	33 11.5877
	34 11.5738
	35 11.5617
	36 11.5515
	37 11.5432
	38 11.5366
	39 11.532
	40 11.5292
	41 11.5283
	42 11.5292
	43 11.532
	44 11.5366
	45 11.5432
	46 11.5515
	47 11.5617
	48 11.5738
	49 11.5877
	50 11.6034
	51 11.621
	52 11.6403
	4 11.6615
LINE 3 5 197.958 17
	53 12.0527
	54 11.9021
	55 11.77
	56 11.657
	57 11.5637
	58 11.4907
	59 11.4382
	60 11.4066
	61 11.3961
	62 11.4066
	63 11.4382
	64 11.4907
	65 11.5637
	66 11.657
	67 11.77
	68 11.9021
	5 12.0527
LINE 4 5 196.293 17
	69 12.197
	70 11.9592
	71 11.7492
	72 11.5686
	73 11.4186
	74 11.3006
	75 11.2156
	76 11.1642
	77 11.1471
	78 11.1642
	79 11.2156
	80 11.3006
	81 11.4186
	82 11.5686
	83 11.7492
	84 11.9592
	5 12.197
LINE 4 8 134.878 12
	85 11.5021
	86 11.3603
	87 11.2456
	88 11.1588
	89 11.1006
	90 11.0713
	91 11.0713
	92 11.1006
	93 11.1588
	94 11.2456
	95 11.3603
	8 11.5021
LINE 6 7 214.758 18
	96 12.7859
	97 12.4938
	98 12.2325
	99 12.004
	100 11.8103
	101 11.6529
	102 11.5335
	103 11.4532
	104 11.4128
	105 11.4128
	106 11.4532
	107 11.5335
	108 11.6529
	109 11.8103
	110 12.004
	111 12.2325
	112 12.4938
	7 12.7859
LINE 7 10 141.248 12
	113 11.8882
	114 11.8243
	115 11.773
	116 11.7343
	117 11.7085
	118 11.6955
	119 11.6955
	120 11.7085
	121 11.7343
	122 11.773
	123 11.8243
	10 11.8882
