NOMBRE : MTLARP4_4_3_1.dat
VERTICES ORIGINALES : 13
VERTICES TOTALES : 148
DEPOTS : 3
11
12
13
LINEAS ORIGINALES : 9
LINE 1 5 218.19 21
	14 11.4823
	15 11.1703
	16 10.8836
	17 10.6241
	18 10.394
	19 10.1953
	20 10.0297
	21 9.89905
	22 9.80465
	23 9.74758
	24 9.72848
	25 9.74758
	26 9.80465
	27 9.89905
	28 10.0297
	29 10.1953
	30 10.394
	31 10.6241
	32 10.8836
	33 11.1703
	5 11.4823
LINE 2 3 145.303 14
	34 11.569
	35 11.0451
	36 10.5888
	37 10.209
	38 9.91468
	39 9.71349
	40 9.61132
	41 9.61132
	42 9.71349
	43 9.91468
	44 10.209
	45 10.5888
	46 11.0451
	3 11.569
LINE 2 6 175.054 16
	47 12.4336
	48 11.8706
	49 11.3659
	50 10.9274
	51 10.5636
	52 10.2823
	53 10.0904
	54 9.99302
	55 9.99302
	56 10.0904
	57 10.2823
	58 10.5636
	59 10.9274
	60 11.3659
	61 11.8706
	6 12.4336
LINE 3 6 149.634 15
	62 10.3335
	63 10.1825
	64 10.0529
	65 9.94566
	66 9.86144
	67 9.80084
	68 9.7643
	69 9.75209
	70 9.7643
	71 9.80084
	72 9.86144
	73 9.94566
	74 10.0529
	75 10.1825
	6 10.3335
LINE 4 7 90.9071 9
	76 10.3128
	77 10.1549
	78 10.0405
	79 9.97129
	80 9.9481
	81 9.97129
	82 10.0405
	83 10.1549
	7 10.3128
LINE 5 6 160.102 16
	84 10.3991
	85 10.2447
	86 10.1105
	87 9.99729
	88 9.9058
	89 9.83662
	90 9.79023
	91 9.76695
	92 9.76695
	93 9.79023
	94 9.83662
	95 9.9058
	96 9.99729
	97 10.1105
	98 10.2447
	6 10.3991
LINE 5 7 156.928 15
	99 11.0355
	100 10.7954
	101 10.5879
	102 10.4152
	103 10.2788
	104 10.1802
	105 10.1206
	106 10.1007
	107 10.1206
	108 10.1802
	109 10.2788
	110 10.4152
	111 10.5879
	112 10.7954
	7 11.0355
LINE 7 10 253.126 26
	113 9.74353
	114 9.74163
	115 9.73989
	116 9.73831
	117 9.73688
	118 9.73561
	119 9.73451
	120 9.73356
	121 9.73276
	122 9.73213
	123 9.73165
	124 9.73134
	125 9.73118
	126 9.73118
	127 9.73134
	128 9.73165
	129 9.73213
	130 9.73276
	131 9.73356
	132 9.73451
	133 9.73561
	134 9.73688
	135 9.73831
	136 9.73989
	137 9.74163
	10 9.74353
LINE 8 9 123.327 12
	138 11.3983
	139 10.8121
	140 10.3193
	141 9.93359
	142 9.66793
	143 9.53233
	144 9.53233
	145 9.66793
	146 9.93359
	147 10.3193
	148 10.8121
	9 11.3983
COORDENADAS :
1	165.696	349.205
2	271.291	363.138
3	342.133	308.302
4	36.7237	214.811
5	164.735	213.01
6	258.954	257.394
7	74.1537	168.317
8	247.183	125.809
9	323.013	119.148
10	63.1881	0
11	237.153	76.6498
12	0	123.38
13	109.439	354.49
14	169.716	342.691
15	173.33	336.18
16	176.537	329.671
17	179.338	323.166
18	181.731	316.663
19	183.719	310.163
20	185.299	303.666
21	186.473	297.172
22	187.241	290.681
23	187.602	284.193
24	187.556	277.707
25	187.103	271.224
26	186.245	264.745
27	184.979	258.268
28	183.307	251.794
