NOMBRE : MTLARP7_7_6_2.dat
VERTICES ORIGINALES : 53
VERTICES TOTALES : 834
DEPOTS : 6
48
49
50
51
52
53
LINEAS ORIGINALES : 52
LINE 1 2 161.695 15
	54 11.1398
	55 10.9877
	56 10.8573
	57 10.7494
	58 10.6648
	59 10.6039
	60 10.5672
	61 10.5549
	62 10.5672
	63 10.6039
	64 10.6648
	65 10.7494
	66 10.8573
	67 10.9877
	2 11.1398
LINE 1 6 79.1828 7
	68 11.8139
	69 11.3172
	70 11.0085
	71 10.9036
	72 11.0085
	73 11.3172
	6 11.8139
LINE 3 7 276.224 25
	74 12.0261
	75 11.7921
	76 11.5743
	77 11.3736
	78 11.1911
	79 11.0275
	80 10.8837
	81 10.7605
	82 10.6587
	83 10.5788
	84 10.5214
	85 10.4868
	86 10.4752
	87 10.4868
	88 10.5214
	89 10.5788
	90 10.6587
	91 10.7605
	92 10.8837
	93 11.0275
	94 11.1911
	95 11.3736
	96 11.5743
	97 11.7921
	7 12.0261
LINE 3 8 166.4 15
	98 11.7517
	99 11.4767
	100 11.2386
	101 11.0401
	102 10.8832
	103 10.7697
	104 10.701
	105 10.678
	106 10.701
	107 10.7697
	108 10.8832
	109 11.0401
	110 11.2386
	111 11.4767
	8 11.7517
LINE 3 9 196.498 19
	112 10.3562
	113 10.3515
	114 10.3473
	115 10.3437
	116 10.3406
	117 10.3381
	118 10.3362
	119 10.3348
	120 10.334
	121 10.3337
	122 10.334
	123 10.3348
	124 10.3362
	125 10.3381
	126 10.3406
	127 10.3437
	128 10.3473
	129 10.3515
	9 10.3562
LINE 4 9 172.325 16
	130 10.952
	131 10.8799
	132 10.8177
	133 10.7656
	134 10.7237
	135 10.6922
	136 10.6711
	137 10.6606
	138 10.6606
	139 10.6711
	140 10.6922
	141 10.7237
	142 10.7656
	143 10.8177
	144 10.8799
	9 10.952
LINE 5 11 210.249 20
	145 10.7359
	146 10.666
	147 10.6036
	148 10.5486
	149 10.5012
	150 10.4616
	151 10.4298
	152 10.4059
	153 10.3899
	154 10.382
	155 10.382
	156 10.3899
	157 10.4059
	158 10.4298
	159 10.4616
	160 10.5012
	161 10.5486
	162 10.6036
	163 10.666
	11 10.7359
LINE 5 12 285.972 27
	164 10.6317
	165 10.6224
	166 10.6139
	167 10.6062
	168 10.5991
	169 10.5928
	170 10.5873
	171 10.5824
	172 10.5784
	173 10.575
	174 10.5724
	175 10.5706
	176 10.5694
	177 10.5691
	178 10.5694
	179 10.5706
	180 10.5724
	181 10.575
	182 10.5784
	183 10.5824
	184 10.5873
