NOMBRE : MTLARP8_10_5_1.dat
VERTICES ORIGINALES : 66
VERTICES TOTALES : 862
DEPOTS : 5
62
63
64
65
66
LINEAS ORIGINALES : 53
LINE 1 2 168.702 16
	67 11.4592
	68 11.1067
	69 10.7953
	70 10.5289
	71 10.3107
	72 10.144
	73 10.0314
	74 9.97457
	75 9.97457
	76 10.0314
	77 10.144
	78 10.3107
	79 10.5289
	80 10.7953
	81 11.1067
	2 11.4592
LINE 3 10 155.299 14
	82 12.4542
	83 11.8569
	84 11.3352
	85 10.8998
	86 10.5615
	87 10.3299
	88 10.2121
	89 10.2121
	90 10.3299
	91 10.5615
	92 10.8998
	93 11.3352
	94 11.8569
	10 12.4542
LINE 4 13 197.254 20
	95 9.90145
	96 9.88923
	97 9.87837
	98 9.86885
	99 9.86068
	100 9.85387
	101 9.84842
	102 9.84433
	103 9.8416
	104 9.84024
	105 9.84024
	106 9.8416
	107 9.84433
	108 9.84842
	109 9.85387
	110 9.86068
	111 9.86885
	112 9.87837
	113 9.88923
	13 9.90145
LINE 5 6 90.3054 9
	114 10.0483
	115 10.0375
	116 10.0298
	117 10.0252
	118 10.0237
	119 10.0252
	120 10.0298
	121 10.0375
	6 10.0483
LINE 7 8 108.992 11
	122 10.1456
	123 10.0045
	124 9.89337
	125 9.81321
	126 9.76479
	127 9.7486
	128 9.76479
	129 9.81321
	130 9.89337
	131 10.0045
	8 10.1456
LINE 8 9 115.678 11
	132 11.2096
	133 10.8036
	134 10.477
	135 10.2373
	136 10.0907
	137 10.0414
	138 10.0907
	139 10.2373
	140 10.477
	141 10.8036
	9 11.2096
LINE 9 10 241.715 24
	142 10.467
	143 10.3658
	144 10.2729
	145 10.1886
	146 10.1131
	147 10.0465
	148 9.98909
	149 9.941
	150 9.90236
	151 9.87328
	152 9.85384
	153 9.84411
	154 9.84411
	155 9.85384
	156 9.87328
	157 9.90236
	158 9.941
	159 9.98909
	160 10.0465
	161 10.1131
	162 10.1886
	163 10.2729
	164 10.3658
	10 10.467
LINE 10 11 166.029 15
	165 12.1925
	166 11.7312
	167 11.3262
	168 10.9837
	169 10.7098
	170 10.5098
	171 10.3879
	172 10.347
	173 10.3879
	174 10.5098
	175 10.7098
	176 10.9837
	177 11.3262
	178 11.7312
	11 12.1925
LINE 11 19 93.9115 9
	179 10.8175
	180 10.5337
	181 10.3262
	182 10.1997
	183 10.1572
	184 10.1997
	185 10.3262
	186 10.5337
	19 10.8175
LINE 12 20 94.8221 9
	187 10.6553
	188 10.566
	189 10.5017
	190 10.463
	191 10.45
	192 10.463
	193 10.5017
	194 10.566
	20 10.6553
LINE 14 21 246.206 24
	195 10.871
	196 10.7158
	197 10.5728
	198 10.4423
	199 10.325
	200 10.2213
	201 10.1315
	202 10.0561
	203 9.99531
	204 9.94951
	205 9.91885
	206 9.90349
	207 9.90349
	208 9.91885
	209 9.94951
	210 9.99531
	211 10.0561
	212 10.1315
	213 10.2213
	214 10.325
	215 10.4423
	216 10.5728
	217 10.7158
	21 10.871
LINE 14 22 201.311 19
	218 11.2064
	219 11.0081
	220 10.8301
	221 10.6734
	222 10.539
	223 10.4277
	224 10.3404
	225 10.2775
	226 10.2396
	227 10.2269
	228 10.2396
	229 10.2775
	230 10.3404
	231 10.4277
	232 10.539
	233 10.6734
	234 10.8301
	235 11.0081
	22 11.2064
LINE 15 16 134.544 13
	236 10.363
	237 10.3563
	238 10.3508
	239 10.3465
	240 10.3434
	241 10.3416
	242 10.341
	243 10.3416
	244 10.3434
	245 10.3465
	246 10.3508
	247 10.3563
	16 10.363
LINE 16 25 225.203 20
	248 13.0112
	249 12.4959
	250 12.0194
	251 11.5864
	252 11.2019
	253 10.8711
	254 10.5991
	255 10.3903
	256 10.2488
	257 10.1773
	258 10.1773
	259 10.2488
	260 10.3903
	261 10.5991
	262 10.8711
	263 11.2019
	264 11.5864
	265 12.0194
	266 12.4959
	25 13.0112
LINE 17 26 105.045 10
	267 10.5095
	268 10.5062
	269 10.5037
	270 10.502
	271 10.5012
	272 10.5012
	273 10.502
	274 10.5037
	275 10.5062
	26 10.5095
LINE 18 27 230.891 22
	276 11.5842
	277 11.2879
	278 11.0144
	279 10.7654
	280 10.5427
	281 10.3481
	282 10.183
	283 10.049
	284 9.94731
	285 9.87893
	286 9.84457
	287 9.84457
	288 9.87893
	289 9.94731
	290 10.049
	291 10.183
	292 10.3481
	293 10.5427
	294 10.7654
	295 11.0144
	296 11.2879
	27 11.5842
LINE 20 21 148.352 14
	297 11.6104
	298 11.1607
	299 10.7716
	300 10.45
	301 10.2021
	302 10.0334
	303 9.94802
	304 9.94802
	305 10.0334
	306 10.2021
	307 10.45
	308 10.7716
	309 11.1607
	21 11.6104
LINE 23 31 190.833 18
	310 11.5092
	311 11.2011
	312 10.9244
	313 10.6815
	314 10.4748
	315 10.3065
	316 10.1784
	317 10.0921
	318 10.0486
	319 10.0486
	320 10.0921
	321 10.1784
	322 10.3065
	323 10.4748
	324 10.6815
	325 10.9244
	326 11.2011
	31 11.5092
LINE 24 32 176.992 16
	327 12.4694
	328 11.9365
	329 11.4601
	330 11.0474
	331 10.7057
	332 10.4422
	333 10.2627
	334 10.1718
	335 10.1718
	336 10.2627
	337 10.4422
	338 10.7057
	339 11.0474
	340 11.4601
	341 11.9365
	32 12.4694
LINE 25 33 116.206 11
	342 11.947
	343 11.1565
	344 10.5006
	345 10.0059
	346 9.69691
	347 9.5917
	348 9.69691
	349 10.0059
	350 10.5006
	351 11.1565
	33 11.947
LINE 26 34 157.564 15
	352 10.7483
	353 10.6448
	354 10.5564
	355 10.4835
	356 10.4265
	357 10.3855
	358 10.3609
	359 10.3527
	360 10.3609
	361 10.3855
	362 10.4265
	363 10.4835
	364 10.5564
	365 10.6448
	34 10.7483
LINE 27 35 100.356 10
	366 10.1146
	367 10.0621
	368 10.0225
	369 9.99605
	370 9.98279
	371 9.98279
	372 9.99605
	373 10.0225
	374 10.0621
	35 10.1146
LINE 28 36 187.427 17
	375 12.3144
	376 11.8552
	377 11.4423
