NOMBRE : MTLARP5_6_4_1.dat
VERTICES ORIGINALES : 26
VERTICES TOTALES : 280
DEPOTS : 4
23
24
25
26
LINEAS ORIGINALES : 17
LINE 1 2 210.923 19
	27 11.1043
	28 11.1033
	29 11.1024
	30 11.1016
	31 11.1009
	32 11.1003
	33 11.0999
	34 11.0996
	35 11.0994
	36 11.0994
	37 11.0994
	38 11.0996
	39 11.0999
	40 11.1003
	41 11.1009
	42 11.1016
	43 11.1024
	44 11.1033
	2 11.1043
LINE 3 5 256.781 23
	45 11.211
	46 11.1983
	47 11.1868
	48 11.1765
	49 11.1675
	50 11.1596
	51 11.1529
	52 11.1474
	53 11.1432
	54 11.1402
	55 11.1383
	56 11.1377
	57 11.1383
	58 11.1402
	59 11.1432
	60 11.1474
	61 11.1529
	62 11.1596
	63 11.1675
	64 11.1765
	65 11.1868
	66 11.1983
	5 11.211
LINE 4 6 108.388 9
	67 13.4652
	68 12.4387
	69 11.6503
	70 11.1505
	71 10.9789
	72 11.1505
	73 11.6503
	74 12.4387
	6 13.4652
LINE 6 7 204.989 19
	75 10.8132
	76 10.8051
	77 10.798
	78 10.7918
	79 10.7865
	80 10.7822
	81 10.7789
	82 10.7765
	83 10.7751
	84 10.7746
	85 10.7751
	86 10.7765
	87 10.7789
	88 10.7822
	89 10.7865
	90 10.7918
	91 10.798
	92 10.8051
	7 10.8132
LINE 7 8 196.771 18
	93 10.9382
	94 10.9359
	95 10.9339
	96 10.9322
	97 10.9308
	98 10.9297
	99 10.9288
	100 10.9282
	101 10.928
	102 10.928
	103 10.9282
	104 10.9288
	105 10.9297
	106 10.9308
	107 10.9322
	108 10.9339
	109 10.9359
	8 10.9382
LINE 8 12 243.582 21
	110 12.5226
	111 12.2558
	112 12.012
	113 11.7927
	114 11.5993
	115 11.433
	116 11.2952
	117 11.1869
	118 11.1088
	119 11.0617
	120 11.046
	121 11.0617
	122 11.1088
	123 11.1869
	124 11.2952
	125 11.433
	126 11.5993
	127 11.7927
	128 12.012
	129 12.2558
	12 12.5226
LINE 9 16 231.728 21
	130 11.051
	131 11.0461
	132 11.0417
	133 11.0379
	134 11.0345
	135 11.0317
	136 11.0294
	137 11.0276
	138 11.0263
	139 11.0255
	140 11.0252
	141 11.0255
	142 11.0263
	143 11.0276
	144 11.0294
	145 11.0317
	146 11.0345
	147 11.0379
	148 11.0417
	149 11.0461
	16 11.051
LINE 10 11 151.214 12
	150 14.2341
	151 13.387
	152 12.6685
	153 12.1018
	154 11.7087
	155 11.5071
	156 11.5071
	157 11.7087
	158 12.1018
	159 12.6685
	160 13.387
	11 14.2341
LINE 10 17 213.013 19
	161 11.67
	162 11.5199
	163 11.3859
	164 11.2685
	165 11.1681
	166 11.0853
	167 11.0205
	168 10.974
	169 10.946
	170 10.9366
	171 10.946
	172 10.974
	173 11.0205
	174 11.0853
	175 11.1681
	176 11.2685
	177 11.3859
	178 11.5199
	17 11.67
LINE 11 17 187.365 16
	179 12.4029
	180 12.133
	181 11.8967
	182 11.6962
	183 11.5333
	184 11.4096
	185 11.3264
	186 11.2845
	187 11.2845
	188 11.3264
	189 11.4096
	190 11.5333
	191 11.6962
	192 11.8967
	193 12.133
	17 12.4029
LINE 12 17 200.739 17
	194 12.7364
	195 12.4003
	196 12.1015
	197 11.8427
	198 11.6267
	199 11.4559
