NOMBRE : MTLARP4_4_6_2.dat
VERTICES ORIGINALES : 20
VERTICES TOTALES : 170
DEPOTS : 6
15
16
17
18
19
20
LINEAS ORIGINALES : 10
LINE 1 2 206.693 19
	21 10.9991
	22 10.9591
	23 10.9237
	24 10.893
	25 10.8669
	26 10.8455
	27 10.8288
	28 10.8169
	29 10.8097
	30 10.8073
	31 10.8097
	32 10.8169
	33 10.8288
	34 10.8455
	35 10.8669
	36 10.893
	37 10.9237
	38 10.9591
	2 10.9991
LINE 2 4 257.332 24
	39 10.9826
	40 10.9155
	41 10.8541
	42 10.7985
	43 10.7489
	44 10.7053
	45 10.6678
	46 10.6365
	47 10.6113
	48 10.5924
	49 10.5798
	50 10.5735
	51 10.5735
	52 10.5798
	53 10.5924
	54 10.6113
	55 10.6365
	56 10.6678
	57 10.7053
	58 10.7489
	59 10.7985
	60 10.8541
	61 10.9155
	4 10.9826
LINE 3 6 120.077 11
	62 11.0943
	63 10.988
	64 10.9047
	65 10.8448
	66 10.8087
	67 10.7966
	68 10.8087
	69 10.8448
	70 10.9047
	71 10.988
	6 11.0943
LINE 5 9 210.896 19
	72 11.3676
	73 11.2793
	74 11.2009
	75 11.1324
	76 11.0742
	77 11.0263
	78 10.9889
	79 10.9621
	80 10.946
	81 10.9407
	82 10.946
	83 10.9621
	84 10.9889
	85 11.0263
	86 11.0742
	87 11.1324
	88 11.2009
	89 11.2793
	9 11.3676
LINE 6 7 103.965 9
	90 12.023
	91 11.6741
	92 11.4185
	93 11.2623
	94 11.2097
	95 11.2623
	96 11.4185
	97 11.6741
	7 12.023
LINE 7 10 218.163 19
	98 12.4331
	99 12.128
	100 11.8522
	101 11.6079
	102 11.3971
	103 11.2217
	104 11.0834
	105 10.9835
	106 10.9231
	107 10.9029
	108 10.9231
	109 10.9835
	110 11.0834
	111 11.2217
	112 11.3971
	113 11.6079
	114 11.8522
	115 12.128
	10 12.4331
LINE 8 12 149.63 13
	116 12.0424
	117 11.7812
	118 11.563
	119 11.3905
	120 11.2656
	121 11.19
	122 11.1647
	123 11.19
	124 11.2656
	125 11.3905
	126 11.563
	127 11.7812
	12 12.0424
LINE 9 14 151.243 14
	128 11.3956
	129 11.1283
	130 10.9006
	131 10.7149
	132 10.5735
	133 10.4782
	134 10.4302
	135 10.4302
	136 10.4782
	137 10.5735
	138 10.7149
	139 10.9006
	140 11.1283
	14 11.3956
LINE 11 12 178.707 16
	141 12.0793
	142 11.728
	143 11.4183
	144 11.1536
	145 10.9372
	146 10.7721
	147 10.6606
	148 10.6044
	149 10.6044
	150 10.6606
	151 10.7721
	152 10.9372
	153 11.1536
	154 11.4183
	155 11.728
	12 12.0793
LINE 13 14 172.785 16
	156 10.8089
	157 10.805
	158 10.8016
	159 10.7988
	160 10.7965
	161 10.7949
	162 10.7937
	163 10.7932
	164 10.7932
	165 10.7937
	166 10.7949
	167 10.7965
	168 10.7988
	169 10.8016
	170 10.805
	14 10.8089
COORDENADAS :
1	25.5869	324.331
2	162.468	326.145
3	245.403	345.009
4	7.37922	258.591
5	152.421	233.135
6	228.723	267.611
7	295.583	274.923
8	133.741	108.835
9	230.853	118.884
10	352.673	149.172
11	39.6928	19.1488
12	152.611	13.932
13	201.355	57.318
14	315.645	71.174
15	103.348	121.076
16	180.132	104.376
17	130.314	425.516
18	206.964	410.22
19	4.63881	174.678
20	0	438.37
21	32.8092	323.064
22	40.0295	321.948
23	47.2478	320.983
24	54.4641	320.17
25	61.6784	319.508
26	68.8907	318.998
27	76.101	318.639
28	83.3093	318.431
29	90.5155	318.375
30	97.7198	318.471
31	104.922	318.718
32	112.122	319.116
33	119.321	319.666
34	126.517	320.367
35	133.711	321.22
36	140.903	322.224
37	148.093	323.38
38	155.282	324.687
39	155.214	325.147
40	148.03	323.991
41	140.914	322.677
42	133.867	321.205
43	126.889	319.576
44	119.98	317.788
45	113.139	315.842
46	106.368	313.738
47	99.6647	311.476
48	93.0307	309.056
49	86.4654	306.479
50	79.969	303.743
51	73.5414	300.849
52	67.1826	297.797
53	60.8926	294.588
54	54.6714	291.22
55	48.519	287.694
56	42.4355	284.011
57	36.4207	280.169
58	30.4748	276.169
59	24.5977	272.012
60	18.7894	267.696
61	13.0499	263.223
62	242.223	338.331
63	239.376	331.582
64	236.861	324.761
65	234.679	317.868
66	232.83	310.903
67	231.314	303.867
68	230.13	296.759
69	229.279	289.58
70	228.761	282.328
71	228.576	275.005
72	158.245	228.286
73	163.881	223.308
74	169.328	218.2
75	174.587	212.963
76	179.657	207.597
77	184.539	202.101
78	189.232	196.476
79	193.737	190.722
80	198.053	184.838
81	202.181	178.825
82	206.121	172.682
83	209.872	166.41
84	213.435	160.009
85	216.809	153.478
86	219.995	146.818
87	222.992	140.029
88	225.801	133.11
89	228.421	126.062
90	236.467	265.543
91	244.132	264.195
92	251.718	263.567
93	259.226	263.659
94	266.655	264.472
95	274.005	266.004
96	281.276	268.257
97	288.469	271.23
98	294.96	266.658
99	294.74	258.576
100	294.924	250.676
101	295.51	242.96
102	296.5	235.427
103	297.892	228.076
104	299.688	220.909
105	301.887	213.924
106	304.488	207.123
107	307.493	200.504
108	310.901	194.069
109	314.712	187.816
110	318.926	181.747
111	323.543	175.86
112	328.563	170.157
113	333.986	164.636
114	339.812	159.299
115	346.041	154.144
116	138.144	102.121
117	142.055	95.3101
118	145.473	88.4011
119	148.401	81.3943
120	150.836	74.2896
121	152.779	67.0872
122	154.231	59.787
123	155.19	52.389
124	155.658	44.8932
125	155.634	37.2996
126	155.118	29.6082
127	154.111	21.819
128	235.404	112.801
129	240.187	107.13
130	245.202	101.87
131	250.448	97.0222
132	255.926	92.5856
133	261.635	88.5605
134	267.576	84.9469
135	273.748	81.7448
136	280.152	78.9542
137	286.787	76.5751
138	293.654	74.6076
139	300.753	73.0515
140	308.083	71.907
141	46.5719	14.9622
142	53.4747	11.2903
143	60.4013	8.13321
144	67.3516	5.49082
145	74.3258	3.36317
146	81.3237	1.75027
147	88.3454	0.652104
148	95.3909	0.0686815
149	102.46	0
150	109.553	0.44606
151	116.67	1.40686
152	123.811	2.8824
153	130.975	4.87269
154	138.163	7.37771
155	145.375	10.3975
156	208.545	57.7977
157	215.728	58.3289
158	222.906	58.9117
159	230.077	59.5459
160	237.242	60.2316
161	244.401	60.9689
162	251.553	61.7576
163	258.7	62.5979
164	265.84	63.4896
165	272.973	64.4329
166	280.101	65.4276
167	287.222	66.4739
168	294.337	67.5717
169	301.446	68.721
170	308.548	69.9217
